date,runde,frequenzbereich,ausstattung,block,hoechstbieter,hoechstgebot,mindestgebot
2015-06-15,143,"900 MHz (gepaart)","2x5 MHz abstrakt","900 C",Vodafone,158618000,75000000
2015-06-15,143,"900 MHz (gepaart)","2x5 MHz abstrakt","900 D",Vodafone,158663000,75000000
2015-06-15,143,"900 MHz (gepaart)","2x5 MHz abstrakt","900 E","TEF DE",154620000,75000000
2015-06-15,143,"900 MHz (gepaart)","2x5 MHz abstrakt","900 F",Telekom,154164000,75000000
2015-06-15,143,"900 MHz (gepaart)","2x5 MHz abstrakt","900 G",Telekom,155456000,75000000
2015-06-15,143,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 A",Telekom,226185000,37500000
2015-06-15,143,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 B","TEF DE",236242000,37500000
2015-06-15,143,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 C",Telekom,202345000,37500000
2015-06-15,143,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 D",Telekom,204964000,37500000
2015-06-15,143,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 E",Vodafone,225036000,37500000
2015-06-15,143,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 F","TEF DE",243779000,37500000
2015-06-15,143,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 G","TEF DE",239228000,37500000
2015-06-15,143,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 H",Vodafone,225656000,37500000
2015-06-15,143,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 I",Vodafone,217931000,37500000
2015-06-15,143,"1,8 GHz (gepaart)","2x5 MHz konkret","1800 J",Vodafone,150862000,37500000
2015-06-15,143,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 A",Telekom,37116000,18750000
2015-06-15,143,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 B",Telekom,37116000,18750000
2015-06-15,143,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 C",Vodafone,37116000,18750000
2015-06-15,143,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 D",Vodafone,37116000,18750000
2015-06-15,143,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 E",Telekom,35385000,18750000
2015-06-15,143,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 F",Telekom,35385000,18750000
2015-06-15,143,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 G",Vodafone,35385000,18750000
2015-06-15,143,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 H",Vodafone,35385000,18750000
2015-06-15,144,"700 MHz (gepaart)","2x5 MHz konkret","700 A","TEF DE",75050000,75000000
2015-06-15,144,"700 MHz (gepaart)","2x5 MHz abstrakt","700 B","TEF DE",75050000,75000000
2015-06-15,144,"700 MHz (gepaart)","2x5 MHz abstrakt","700 C",Vodafone,75020000,75000000
2015-06-15,144,"700 MHz (gepaart)","2x5 MHz abstrakt","700 D",Vodafone,75020000,75000000
2015-06-15,144,"700 MHz (gepaart)","2x5 MHz abstrakt","700 E",Telekom,75000000,75000000
2015-06-15,144,"700 MHz (gepaart)","2x5 MHz abstrakt","700 F",Telekom,75000000,75000000
2015-06-15,144,"900 MHz (gepaart)","2x5 MHz konkret","900 A","TEF DE",128626000,75000000
2015-06-15,144,"900 MHz (gepaart)","2x5 MHz abstrakt","900 B",Telekom,155303000,75000000
2015-06-15,144,"900 MHz (gepaart)","2x5 MHz abstrakt","900 C",Vodafone,158618000,75000000
2015-06-15,144,"900 MHz (gepaart)","2x5 MHz abstrakt","900 D",Vodafone,158663000,75000000
2015-06-15,144,"900 MHz (gepaart)","2x5 MHz abstrakt","900 E","TEF DE",154620000,75000000
2015-06-15,144,"900 MHz (gepaart)","2x5 MHz abstrakt","900 F",Telekom,154164000,75000000
2015-06-15,144,"900 MHz (gepaart)","2x5 MHz abstrakt","900 G",Telekom,155456000,75000000
2015-06-15,144,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 A",Telekom,226185000,37500000
2015-06-15,144,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 B","TEF DE",236242000,37500000
2015-06-15,144,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 C",Telekom,202345000,37500000
2015-06-15,144,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 D",Telekom,204964000,37500000
2015-06-15,144,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 E",Vodafone,225036000,37500000
2015-06-15,144,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 F","TEF DE",243779000,37500000
2015-06-15,144,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 G","TEF DE",239228000,37500000
2015-06-15,144,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 H",Vodafone,225656000,37500000
2015-06-15,144,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 I",Vodafone,217931000,37500000
2015-06-15,144,"1,8 GHz (gepaart)","2x5 MHz konkret","1800 J",Vodafone,150862000,37500000
2015-06-15,144,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 A",Telekom,37116000,18750000
2015-06-15,144,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 B",Telekom,37116000,18750000
2015-06-15,144,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 C",Vodafone,37116000,18750000
2015-06-15,144,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 D",Vodafone,37116000,18750000
2015-06-15,144,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 E",Telekom,35385000,18750000
2015-06-15,144,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 F",Telekom,35385000,18750000
2015-06-15,144,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 G",Vodafone,35385000,18750000
2015-06-15,144,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 H",Vodafone,35385000,18750000
2015-06-16,145,"700 MHz (gepaart)","2x5 MHz konkret","700 A","TEF DE",75050000,75000000
2015-06-16,145,"700 MHz (gepaart)","2x5 MHz abstrakt","700 B","TEF DE",75050000,75000000
2015-06-16,145,"700 MHz (gepaart)","2x5 MHz abstrakt","700 C",Vodafone,75020000,75000000
2015-06-16,145,"700 MHz (gepaart)","2x5 MHz abstrakt","700 D",Vodafone,75020000,75000000
2015-06-16,145,"700 MHz (gepaart)","2x5 MHz abstrakt","700 E",Telekom,75000000,75000000
2015-06-16,145,"700 MHz (gepaart)","2x5 MHz abstrakt","700 F",Telekom,75000000,75000000
2015-06-16,145,"900 MHz (gepaart)","2x5 MHz konkret","900 A",Vodafone,135057000,75000000
2015-06-16,145,"900 MHz (gepaart)","2x5 MHz abstrakt","900 B",Telekom,155303000,75000000
2015-06-16,145,"900 MHz (gepaart)","2x5 MHz abstrakt","900 C",Vodafone,158618000,75000000
2015-06-16,145,"900 MHz (gepaart)","2x5 MHz abstrakt","900 D",Vodafone,158663000,75000000
2015-06-16,145,"900 MHz (gepaart)","2x5 MHz abstrakt","900 E","TEF DE",154620000,75000000
2015-06-16,145,"900 MHz (gepaart)","2x5 MHz abstrakt","900 F",Telekom,154164000,75000000
2015-06-16,145,"900 MHz (gepaart)","2x5 MHz abstrakt","900 G",Telekom,155456000,75000000
2015-06-16,145,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 A",Telekom,226185000,37500000
2015-06-16,145,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 B","TEF DE",236242000,37500000
2015-06-16,145,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 C",Telekom,202345000,37500000
2015-06-16,145,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 D",Telekom,204964000,37500000
2015-06-16,145,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 E",Vodafone,225036000,37500000
2015-06-16,145,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 F","TEF DE",243779000,37500000
2015-06-16,145,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 G","TEF DE",239228000,37500000
2015-06-16,145,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 H",Vodafone,225656000,37500000
2015-06-16,145,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 I",Vodafone,217931000,37500000
2015-06-16,145,"1,8 GHz (gepaart)","2x5 MHz konkret","1800 J",Vodafone,150862000,37500000
2015-06-16,145,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 A",Telekom,37116000,18750000
2015-06-16,145,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 B",Telekom,37116000,18750000
2015-06-16,145,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 C",Vodafone,37116000,18750000
2015-06-16,145,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 D",Vodafone,37116000,18750000
2015-06-16,145,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 E",Telekom,35385000,18750000
2015-06-16,145,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 F",Telekom,35385000,18750000
2015-06-16,145,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 G",Telekom,37154000,18750000
2015-06-16,145,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 H",Telekom,37154000,18750000
2015-06-16,146,"700 MHz (gepaart)","2x5 MHz konkret","700 A","TEF DE",75050000,75000000
2015-06-16,146,"700 MHz (gepaart)","2x5 MHz abstrakt","700 B","TEF DE",75050000,75000000
2015-06-16,146,"700 MHz (gepaart)","2x5 MHz abstrakt","700 C",Vodafone,75020000,75000000
2015-06-16,146,"700 MHz (gepaart)","2x5 MHz abstrakt","700 D",Vodafone,75020000,75000000
2015-06-16,146,"700 MHz (gepaart)","2x5 MHz abstrakt","700 E",Telekom,75000000,75000000
2015-06-16,146,"700 MHz (gepaart)","2x5 MHz abstrakt","700 F",Telekom,75000000,75000000
2015-06-16,146,"900 MHz (gepaart)","2x5 MHz konkret","900 A",Vodafone,135057000,75000000
2015-06-16,146,"900 MHz (gepaart)","2x5 MHz abstrakt","900 B","TEF DE",173068000,75000000
2015-06-16,146,"900 MHz (gepaart)","2x5 MHz abstrakt","900 C",Vodafone,158618000,75000000
2015-06-16,146,"900 MHz (gepaart)","2x5 MHz abstrakt","900 D",Vodafone,158663000,75000000
2015-06-16,146,"900 MHz (gepaart)","2x5 MHz abstrakt","900 E","TEF DE",172351000,75000000
2015-06-16,146,"900 MHz (gepaart)","2x5 MHz abstrakt","900 F","TEF DE",171872000,75000000
2015-06-16,146,"900 MHz (gepaart)","2x5 MHz abstrakt","900 G",Telekom,155456000,75000000
2015-06-16,146,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 A",Telekom,226185000,37500000
2015-06-16,146,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 B","TEF DE",236242000,37500000
2015-06-16,146,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 C",Telekom,202345000,37500000
2015-06-16,146,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 D",Telekom,204964000,37500000
2015-06-16,146,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 E",Vodafone,225036000,37500000
2015-06-16,146,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 F","TEF DE",243779000,37500000
2015-06-16,146,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 G","TEF DE",239228000,37500000
2015-06-16,146,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 H",Vodafone,225656000,37500000
2015-06-16,146,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 I",Vodafone,217931000,37500000
2015-06-16,146,"1,8 GHz (gepaart)","2x5 MHz konkret","1800 J",Vodafone,150862000,37500000
2015-06-16,146,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 A",Telekom,37116000,18750000
2015-06-16,146,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 B",Telekom,37116000,18750000
2015-06-16,146,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 C",Vodafone,37116000,18750000
2015-06-16,146,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 D",Vodafone,37116000,18750000
2015-06-16,146,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 E",Vodafone,37154000,18750000
2015-06-16,146,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 F",Vodafone,37154000,18750000
2015-06-16,146,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 G",Telekom,37154000,18750000
2015-06-16,146,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 H",Telekom,37154000,18750000
2015-06-16,147,"700 MHz (gepaart)","2x5 MHz konkret","700 A","TEF DE",75050000,75000000
2015-06-16,147,"700 MHz (gepaart)","2x5 MHz abstrakt","700 B","TEF DE",75050000,75000000
2015-06-16,147,"700 MHz (gepaart)","2x5 MHz abstrakt","700 C",Vodafone,75020000,75000000
2015-06-16,147,"700 MHz (gepaart)","2x5 MHz abstrakt","700 D",Vodafone,75020000,75000000
2015-06-16,147,"700 MHz (gepaart)","2x5 MHz abstrakt","700 E",Telekom,75000000,75000000
2015-06-16,147,"700 MHz (gepaart)","2x5 MHz abstrakt","700 F",Telekom,75000000,75000000
2015-06-16,147,"900 MHz (gepaart)","2x5 MHz konkret","900 A",Vodafone,135057000,75000000
2015-06-16,147,"900 MHz (gepaart)","2x5 MHz abstrakt","900 B","TEF DE",173068000,75000000
2015-06-16,147,"900 MHz (gepaart)","2x5 MHz abstrakt","900 C",Telekom,166548000,75000000
2015-06-16,147,"900 MHz (gepaart)","2x5 MHz abstrakt","900 D",Telekom,166596000,75000000
2015-06-16,147,"900 MHz (gepaart)","2x5 MHz abstrakt","900 E","TEF DE",172351000,75000000
2015-06-16,147,"900 MHz (gepaart)","2x5 MHz abstrakt","900 F","TEF DE",171872000,75000000
2015-06-16,147,"900 MHz (gepaart)","2x5 MHz abstrakt","900 G",Telekom,155456000,75000000
2015-06-16,147,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 A",Telekom,226185000,37500000
2015-06-16,147,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 B","TEF DE",236242000,37500000
2015-06-16,147,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 C",Telekom,202345000,37500000
2015-06-16,147,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 D",Telekom,204964000,37500000
2015-06-16,147,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 E",Vodafone,225036000,37500000
2015-06-16,147,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 F","TEF DE",243779000,37500000
2015-06-16,147,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 G","TEF DE",239228000,37500000
2015-06-16,147,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 H",Vodafone,225656000,37500000
2015-06-16,147,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 I",Vodafone,217931000,37500000
2015-06-16,147,"1,8 GHz (gepaart)","2x5 MHz konkret","1800 J",Vodafone,150862000,37500000
2015-06-16,147,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 A",Telekom,37116000,18750000
2015-06-16,147,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 B",Telekom,37116000,18750000
2015-06-16,147,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 C",Vodafone,37116000,18750000
2015-06-16,147,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 D",Vodafone,37116000,18750000
2015-06-16,147,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 E",Vodafone,37154000,18750000
2015-06-16,147,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 F",Vodafone,37154000,18750000
2015-06-16,147,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 G",Telekom,37154000,18750000
2015-06-16,147,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 H",Telekom,37154000,18750000
2015-06-16,148,"700 MHz (gepaart)","2x5 MHz konkret","700 A","TEF DE",75050000,75000000
2015-06-16,148,"700 MHz (gepaart)","2x5 MHz abstrakt","700 B","TEF DE",75050000,75000000
2015-06-16,148,"700 MHz (gepaart)","2x5 MHz abstrakt","700 C",Vodafone,75020000,75000000
2015-06-16,148,"700 MHz (gepaart)","2x5 MHz abstrakt","700 D",Vodafone,75020000,75000000
2015-06-16,148,"700 MHz (gepaart)","2x5 MHz abstrakt","700 E",Telekom,75000000,75000000
2015-06-16,148,"700 MHz (gepaart)","2x5 MHz abstrakt","700 F",Telekom,75000000,75000000
2015-06-16,148,"900 MHz (gepaart)","2x5 MHz konkret","900 A",Vodafone,135057000,75000000
2015-06-16,148,"900 MHz (gepaart)","2x5 MHz abstrakt","900 B","TEF DE",173068000,75000000
2015-06-16,148,"900 MHz (gepaart)","2x5 MHz abstrakt","900 C",Vodafone,174875000,75000000
2015-06-16,148,"900 MHz (gepaart)","2x5 MHz abstrakt","900 D",Telekom,166596000,75000000
2015-06-16,148,"900 MHz (gepaart)","2x5 MHz abstrakt","900 E","TEF DE",172351000,75000000
2015-06-16,148,"900 MHz (gepaart)","2x5 MHz abstrakt","900 F","TEF DE",171872000,75000000
2015-06-16,148,"900 MHz (gepaart)","2x5 MHz abstrakt","900 G",Vodafone,163228000,75000000
2015-06-16,148,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 A",Telekom,226185000,37500000
2015-06-16,148,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 B","TEF DE",236242000,37500000
2015-06-16,148,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 C",Telekom,202345000,37500000
2015-06-16,148,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 D",Telekom,204964000,37500000
2015-06-16,148,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 E",Vodafone,225036000,37500000
2015-06-16,148,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 F","TEF DE",243779000,37500000
2015-06-16,148,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 G","TEF DE",239228000,37500000
2015-06-16,148,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 H",Vodafone,225656000,37500000
2015-06-16,148,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 I",Vodafone,217931000,37500000
2015-06-16,148,"1,8 GHz (gepaart)","2x5 MHz konkret","1800 J",Vodafone,150862000,37500000
2015-06-16,148,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 A",Telekom,37116000,18750000
2015-06-16,148,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 B",Telekom,37116000,18750000
2015-06-16,148,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 C",Vodafone,37116000,18750000
2015-06-16,148,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 D",Vodafone,37116000,18750000
2015-06-16,148,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 E",Vodafone,37154000,18750000
2015-06-16,148,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 F",Vodafone,37154000,18750000
2015-06-16,148,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 G",Telekom,37154000,18750000
2015-06-16,148,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 H",Telekom,37154000,18750000
2015-06-16,149,"700 MHz (gepaart)","2x5 MHz konkret","700 A","TEF DE",75050000,75000000
2015-06-16,149,"700 MHz (gepaart)","2x5 MHz abstrakt","700 B","TEF DE",75050000,75000000
2015-06-16,149,"700 MHz (gepaart)","2x5 MHz abstrakt","700 C",Vodafone,75020000,75000000
2015-06-16,149,"700 MHz (gepaart)","2x5 MHz abstrakt","700 D",Vodafone,75020000,75000000
2015-06-16,149,"700 MHz (gepaart)","2x5 MHz abstrakt","700 E",Telekom,75000000,75000000
2015-06-16,149,"700 MHz (gepaart)","2x5 MHz abstrakt","700 F",Telekom,75000000,75000000
2015-06-16,149,"900 MHz (gepaart)","2x5 MHz konkret","900 A",Vodafone,135057000,75000000
2015-06-16,149,"900 MHz (gepaart)","2x5 MHz abstrakt","900 B","TEF DE",173068000,75000000
2015-06-16,149,"900 MHz (gepaart)","2x5 MHz abstrakt","900 C",Vodafone,174875000,75000000
2015-06-16,149,"900 MHz (gepaart)","2x5 MHz abstrakt","900 D",Telekom,166596000,75000000
2015-06-16,149,"900 MHz (gepaart)","2x5 MHz abstrakt","900 E","TEF DE",172351000,75000000
2015-06-16,149,"900 MHz (gepaart)","2x5 MHz abstrakt","900 F",Telekom,180465000,75000000
2015-06-16,149,"900 MHz (gepaart)","2x5 MHz abstrakt","900 G",Telekom,171389000,75000000
2015-06-16,149,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 A",Telekom,226185000,37500000
2015-06-16,149,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 B","TEF DE",236242000,37500000
2015-06-16,149,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 C",Telekom,202345000,37500000
2015-06-16,149,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 D",Telekom,204964000,37500000
2015-06-16,149,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 E",Vodafone,225036000,37500000
2015-06-16,149,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 F","TEF DE",243779000,37500000
2015-06-16,149,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 G","TEF DE",239228000,37500000
2015-06-16,149,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 H",Vodafone,225656000,37500000
2015-06-16,149,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 I",Vodafone,217931000,37500000
2015-06-16,149,"1,8 GHz (gepaart)","2x5 MHz konkret","1800 J",Vodafone,150862000,37500000
2015-06-16,149,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 A",Telekom,37116000,18750000
2015-06-16,149,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 B",Telekom,37116000,18750000
2015-06-16,149,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 C",Vodafone,37116000,18750000
2015-06-16,149,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 D",Vodafone,37116000,18750000
2015-06-16,149,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 E",Vodafone,37154000,18750000
2015-06-16,149,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 F",Vodafone,37154000,18750000
2015-06-16,149,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 G",Telekom,37154000,18750000
2015-06-16,149,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 H",Telekom,37154000,18750000
2015-06-16,150,"700 MHz (gepaart)","2x5 MHz konkret","700 A","TEF DE",75050000,75000000
2015-06-16,150,"700 MHz (gepaart)","2x5 MHz abstrakt","700 B","TEF DE",75050000,75000000
2015-06-16,150,"700 MHz (gepaart)","2x5 MHz abstrakt","700 C",Vodafone,75020000,75000000
2015-06-16,150,"700 MHz (gepaart)","2x5 MHz abstrakt","700 D",Vodafone,75020000,75000000
2015-06-16,150,"700 MHz (gepaart)","2x5 MHz abstrakt","700 E",Telekom,75000000,75000000
2015-06-16,150,"700 MHz (gepaart)","2x5 MHz abstrakt","700 F",Telekom,75000000,75000000
2015-06-16,150,"900 MHz (gepaart)","2x5 MHz konkret","900 A",Vodafone,135057000,75000000
2015-06-16,150,"900 MHz (gepaart)","2x5 MHz abstrakt","900 B","TEF DE",173068000,75000000
2015-06-16,150,"900 MHz (gepaart)","2x5 MHz abstrakt","900 C",Vodafone,174875000,75000000
2015-06-16,150,"900 MHz (gepaart)","2x5 MHz abstrakt","900 D",Vodafone,174925000,75000000
2015-06-16,150,"900 MHz (gepaart)","2x5 MHz abstrakt","900 E","TEF DE",172351000,75000000
2015-06-16,150,"900 MHz (gepaart)","2x5 MHz abstrakt","900 F",Telekom,180465000,75000000
2015-06-16,150,"900 MHz (gepaart)","2x5 MHz abstrakt","900 G",Telekom,171389000,75000000
2015-06-16,150,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 A",Telekom,226185000,37500000
2015-06-16,150,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 B","TEF DE",236242000,37500000
2015-06-16,150,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 C",Telekom,202345000,37500000
2015-06-16,150,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 D",Telekom,204964000,37500000
2015-06-16,150,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 E",Vodafone,225036000,37500000
2015-06-16,150,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 F","TEF DE",243779000,37500000
2015-06-16,150,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 G","TEF DE",239228000,37500000
2015-06-16,150,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 H",Vodafone,225656000,37500000
2015-06-16,150,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 I",Vodafone,217931000,37500000
2015-06-16,150,"1,8 GHz (gepaart)","2x5 MHz konkret","1800 J",Vodafone,150862000,37500000
2015-06-16,150,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 A",Telekom,37116000,18750000
2015-06-16,150,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 B",Telekom,37116000,18750000
2015-06-16,150,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 C",Vodafone,37116000,18750000
2015-06-16,150,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 D",Vodafone,37116000,18750000
2015-06-16,150,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 E",Vodafone,37154000,18750000
2015-06-16,150,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 F",Vodafone,37154000,18750000
2015-06-16,150,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 G",Telekom,37154000,18750000
2015-06-16,150,"1,5 GHz (ungepaart)","1x5 MHz abstrakt","1500 H",Telekom,37154000,18750000
2015-06-16,151,"700 MHz (gepaart)","2x5 MHz konkret","700 A","TEF DE",75050000,75000000
2015-06-16,151,"700 MHz (gepaart)","2x5 MHz abstrakt","700 B","TEF DE",75050000,75000000
2015-06-16,151,"700 MHz (gepaart)","2x5 MHz abstrakt","700 C",Vodafone,75020000,75000000
2015-06-16,151,"700 MHz (gepaart)","2x5 MHz abstrakt","700 D",Vodafone,75020000,75000000
2015-06-16,151,"700 MHz (gepaart)","2x5 MHz abstrakt","700 E",Telekom,75000000,75000000
2015-06-16,151,"700 MHz (gepaart)","2x5 MHz abstrakt","700 F",Telekom,75000000,75000000
2015-06-16,151,"900 MHz (gepaart)","2x5 MHz konkret","900 A",Vodafone,135057000,75000000
2015-06-16,151,"900 MHz (gepaart)","2x5 MHz abstrakt","900 B","TEF DE",173068000,75000000
2015-06-16,151,"900 MHz (gepaart)","2x5 MHz abstrakt","900 C",Vodafone,174875000,75000000
2015-06-16,151,"900 MHz (gepaart)","2x5 MHz abstrakt","900 D",Vodafone,174925000,75000000
2015-06-16,151,"900 MHz (gepaart)","2x5 MHz abstrakt","900 E",Telekom,180968000,75000000
2015-06-16,151,"900 MHz (gepaart)","2x5 MHz abstrakt","900 F",Telekom,180465000,75000000
2015-06-16,151,"900 MHz (gepaart)","2x5 MHz abstrakt","900 G",Telekom,171389000,75000000
2015-06-16,151,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 A",Telekom,226185000,37500000
2015-06-16,151,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 B","TEF DE",236242000,37500000
2015-06-16,151,"1,8 GHz (gepaart)","2x5 MHz abstrakt","1800 C",Telekom,202345000,37500000
